date,GALI2,DESAWAR2,FARIDABAD2,GHAZIABAD2,LUXMI KUBER
2017-03-29,61,40,92,48,96
2017-03-30,00,32,85,13,03
2017-03-31,49,87,17,71,31
2017-04-01,25,45,84,99,25
2017-04-02,66,76,72,50,02
2017-04-03,48,43,71,68,79
2017-04-04,86,56,72,29,19
2017-04-05,90,12,27,99,30
2017-04-06,93,75,09,56,16
2017-04-07,26,94,99,39,60
2017-04-08,22,47,80,04,85
2017-04-09,14,93,05,09,14
2017-04-10,29,14,56,81,72
2017-04-11,38,52,43,31,27
2017-04-12,58,42,20,19,59
2017-04-13,83,17,72,14,89
2017-04-14,94,32,37,15,32
2017-04-15,13,63,71,13,98
2017-04-16,75,89,56,62,47
2017-04-17,62,12,24,72,21
2017-04-18,79,10,43,13,77
2017-04-19,14,62,85,38,77
2017-04-20,94,86,37,83,95
2017-04-21,27,61,31,09,91
2017-04-22,82,57,92,87,14
2017-04-23,62,89,10,53,99
2017-04-24,08,15,59,91,20
2017-04-25,15,14,18,61,39
2017-04-26,26,86,16,99,13
2017-04-27,65,25,36,13,74
2017-04-28,20,80,98,87,03
2017-04-29,89,59,71,17,39
2017-04-30,00,50,32,80,73
2017-05-01,43,40,02,91,86
2017-05-02,78,29,53,36,48
2017-05-03,95,02,18,08,50
2017-05-04,16,22,55,68,91
2017-05-05,74,58,67,24,25
2017-05-06,12,47,05,09,09
2017-05-07,52,66,14,17,75
2017-05-08,82,13,14,73,88
2017-05-09,11,67,28,31,80
2017-05-10,02,13,48,07,31
2017-05-11,54,10,86,35,13
2017-05-12,15,36,47,13,89
2017-05-13,86,95,34,74,98
2017-05-14,43,34,85,49,38
2017-05-15,28,62,48,57,87
2017-05-16,40,45,61,89,76
2017-05-17,25,86,55,90,15
2017-05-18,53,32,01,04,72
2017-05-19,33,90,79,41,05
2017-05-20,53,99,62,25,44
2017-05-21,60,19,22,77,68
2017-05-22,71,29,62,53,54
2017-05-23,48,29,81,71,84
2017-05-24,84,80,50,95,47
2017-05-25,09,98,45,40,08
2017-05-26,07,15,25,49,64
2017-05-27,05,30,94,52,82
2017-05-28,70,38,71,06,43
2017-05-29,17,98,16,14,01
2017-05-30,23,12,76,11,53
2017-05-31,76,68,24,85,62
2017-06-01,44,05,29,84,13
2017-06-02,47,24,28,47,55
2017-06-03,98,51,42,60,46
2017-06-04,14,12,78,01,81
2017-06-05,30,84,49,87,58
2017-06-06,16,64,61,19,90
2017-06-07,24,12,25,71,19
2017-06-08,29,37,96,98,55
2017-06-09,90,49,21,82,22
2017-06-10,30,63,96,64,93
2017-06-11,96,58,51,60,66
2017-06-12,31,01,96,74,83
2017-06-13,81,29,50,77,34
2017-06-14,35,21,76,79,78
2017-06-15,13,56,68,65,68
2017-06-16,01,25,08,83,99
2017-06-17,59,72,23,77,61
2017-06-18,55,50,04,22,59
2017-06-19,46,21,22,24,55
2017-06-20,34,37,79,38,93
2017-06-21,23,38,15,85,75
2017-06-22,37,15,78,35,34
2017-06-23,37,18,70,46,41
2017-06-24,95,72,96,91,31
2017-06-25,06,41,86,05,11
2017-06-26,65,40,80,90,35
2017-06-27,02,44,77,07,57
2017-06-28,50,61,70,82,31
2017-06-29,42,06,00,45,96
2017-06-30,53,20,27,45,59
2017-07-01,58,95,69,72,72
2017-07-02,77,58,41,38,78
2017-07-03,77,04,87,04,85
2017-07-04,91,37,78,74,48
2017-07-05,39,11,10,84,43
2017-07-06,31,33,53,68,03
2017-07-07,35,44,75,04,63
2017-07-08,20,98,73,09,41
2017-07-09,56,85,57,61,23
2017-07-10,56,44,69,59,62
2017-07-11,73,55,95,32,27
2017-07-12,16,79,41,98,45
2017-07-13,68,92,98,71,33
2017-07-14,01,81,38,30,43
2017-07-15,27,18,15,04,35
2017-07-16,46,14,16,22,76
2017-07-17,79,86,62,04,89
2017-07-18,44,94,45,43,35
2017-07-19,90,10,56,45,71
2017-07-20,40,62,69,20,01
2017-07-21,17,35,94,87,66
2017-07-22,10,06,86,33,24
2017-07-23,37,41,91,44,10
2017-07-24,47,18,86,15,30
2017-07-25,57,46,51,14,92
2017-07-26,93,97,17,47,52
2017-07-27,66,64,52,09,62
2017-07-28,03,77,49,47,71
2017-07-29,18,67,85,25,97
2017-07-30,51,76,87,41,30
2017-07-31,38,60,94,34,88
2017-08-01,53,99,86,91,60
2017-08-02,52,72,24,41,82
2017-08-03,34,03,45,96,91
2017-08-04,54,66,73,94,62
2017-08-05,12,47,93,30,57
2017-08-06,03,14,60,03,02
2017-08-07,14,10,14,57,11
2017-08-08,94,20,62,15,37
2017-08-09,20,12,17,86,28
2017-08-10,05,23,45,95,51
2017-08-11,21,25,70,78,88
2017-08-12,54,27,46,93,31
2017-08-13,70,25,46,32,39
2017-08-14,99,07,48,78,84
2017-08-15,89,68,25,59,74
2017-08-16,93,98,26,75,47
2017-08-17,34,00,50,70,60
2017-08-18,58,50,48,11,70
2017-08-19,79,83,59,51,67
2017-08-20,75,41,73,49,44
2017-08-21,06,29,35,85,54
2017-08-22,22,62,64,09,95
2017-08-23,13,15,02,21,70
2017-08-24,73,12,81,63,42
2017-08-25,67,81,76,80,45
2017-08-26,10,45,70,31,89
2017-08-27,78,82,06,15,58
2017-08-28,60,68,37,54,34
2017-08-29,17,53,58,99,39
2017-08-30,11,54,93,40,32
2017-08-31,20,71,75,58,29
2017-09-01,16,81,88,47,15
2017-09-02,33,72,64,28,92
2017-09-03,91,38,90,59,24
2017-09-04,33,46,10,36,40
2017-09-05,62,14,55,45,15
2017-09-06,24,09,78,31,95
2017-09-07,91,66,21,67,68
2017-09-08,25,39,04,97,97
2017-09-09,98,98,97,83,88
2017-09-10,38,92,34,95,23
2017-09-11,23,02,00,41,24
2017-09-12,03,39,54,66,27
2017-09-13,07,62,34,57,94
2017-09-14,68,09,78,49,61
2017-09-15,07,53,51,33,35
2017-09-16,45,83,47,20,92
2017-09-17,78,79,33,31,75
2017-09-18,42,72,23,36,97
2017-09-19,73,53,29,31,67
2017-09-20,02,59,28,95,76
2017-09-21,57,55,50,53,36
2017-09-22,74,98,79,92,12
2017-09-23,50,23,00,11,24
2017-09-24,51,61,15,45,37
2017-09-25,51,92,33,33,29
2017-09-26,59,75,48,55,46
2017-09-27,47,91,08,45,22
2017-09-28,02,29,55,36,38
2017-09-29,33,42,87,62,01
2017-09-30,53,49,68,15,90
2017-10-01,49,49,35,98,68
2017-10-02,63,68,08,97,16
2017-10-03,31,74,95,98,35
2017-10-04,74,02,22,15,05
2017-10-05,43,67,93,59,06
2017-10-06,65,45,90,84,70
2017-10-07,22,38,85,96,37
2017-10-08,84,65,30,61,89
2017-10-09,86,01,23,87,16
2017-10-10,30,01,79,17,81
2017-10-11,41,85,55,53,96
2017-10-12,19,36,42,64,62
2017-10-13,27,71,05,08,13
2017-10-14,06,54,98,27,01
2017-10-15,15,92,25,22,73
2017-10-16,48,03,59,64,36
2017-10-17,38,63,90,73,60
2017-10-18,14,90,60,15,61
2017-10-19,73,22,03,04,56
2017-10-20,01,94,60,67,43
2017-10-21,17,84,01,23,23
2017-10-22,85,89,15,23,06
2017-10-23,95,10,89,01,32
2017-10-24,20,39,95,77,61
2017-10-25,39,12,02,40,14
2017-10-26,42,61,37,47,08
2017-10-27,09,69,21,11,51
2017-10-28,33,97,94,50,62
2017-10-29,06,88,28,45,09
2017-10-30,65,27,46,18,73
2017-10-31,26,25,56,39,80
2017-11-01,23,18,36,72,87
2017-11-02,97,24,38,80,06
2017-11-03,93,47,28,66,19
2017-11-04,40,98,80,16,19
2017-11-05,10,70,04,92,72
2017-11-06,81,15,62,31,38
2017-11-07,25,44,90,10,10
2017-11-08,35,94,94,93,31
2017-11-09,64,16,53,07,15
2017-11-10,06,45,59,75,71
2017-11-11,46,04,11,40,97
2017-11-12,43,60,26,03,53
2017-11-13,53,59,15,27,77
2017-11-14,32,24,36,96,76
2017-11-15,89,02,66,36,79
2017-11-16,87,16,29,52,28
2017-11-17,63,19,16,47,99
2017-11-18,17,69,31,47,66
2017-11-19,13,19,53,84,48
2017-11-20,66,58,66,76,57
2017-11-21,32,79,48,47,56
2017-11-22,31,20,60,84,38
2017-11-23,92,31,87,55,75
2017-11-24,54,85,66,74,54
2017-11-25,82,24,23,89,39
2017-11-26,61,65,85,26,72
2017-11-27,94,73,38,10,79
2017-11-28,58,92,84,76,07
2017-11-29,48,74,97,33,78
2017-11-30,12,82,51,02,94
2017-12-01,49,89,30,77,12
2017-12-02,90,20,31,36,97
2017-12-03,64,41,54,35,26
2017-12-04,41,17,34,68,80
2017-12-05,10,32,50,42,27
2017-12-06,70,62,18,13,33
2017-12-07,06,27,73,05,84
2017-12-08,81,54,85,77,10
2017-12-09,72,47,89,02,20
2017-12-10,01,91,06,02,30
2017-12-11,34,04,49,88,22
2017-12-12,57,63,47,49,70
2017-12-13,04,47,13,92,09
2017-12-14,21,33,40,84,20
2017-12-15,29,85,34,28,00
2017-12-16,09,59,38,24,52
2017-12-17,25,86,17,59,57
2017-12-18,56,79,99,72,88
2017-12-19,11,55,87,12,76
2017-12-20,64,69,69,37,60
2017-12-21,61,29,75,76,37
2017-12-22,76,56,66,49,04
2017-12-23,32,18,41,75,29
2017-12-24,89,40,94,34,36
2017-12-25,26,78,67,99,90
2017-12-26,16,19,91,13,36
2017-12-27,57,57,86,46,89
2017-12-28,28,82,21,30,58
2017-12-29,84,58,62,16,09
2017-12-30,44,23,21,47,87
2017-12-31,19,67,60,14,29
2018-01-01,05,09,78,55,33
2018-01-02,10,02,85,57,80
2018-01-03,30,03,47,90,75
2018-01-04,26,98,08,25,84
2018-01-05,20,42,81,98,25
2018-01-06,70,95,89,89,54
2018-01-07,73,54,65,80,14
2018-01-08,05,93,62,80,69
2018-01-09,75,34,08,18,28
2018-01-10,08,05,79,37,82
2018-01-11,40,52,09,45,19
2018-01-12,41,08,91,83,34
2018-01-13,96,97,80,21,18
2018-01-14,21,16,44,46,09
2018-01-15,46,95,34,33,07
2018-01-16,87,76,91,58,21
2018-01-17,14,96,94,32,39
2018-01-18,94,18,53,25,76
2018-01-19,50,58,37,76,95
2018-01-20,71,43,76,74,72
2018-01-21,14,11,63,36,36
2018-01-22,60,86,11,07,56
2018-01-23,11,34,26,03,15
2018-01-24,27,07,98,00,59
2018-01-25,34,24,28,33,88
2018-01-26,67,26,80,18,38
2018-01-27,22,87,42,84,89
2018-01-28,04,20,31,64,51
2018-01-29,48,16,34,74,34
2018-01-30,03,72,58,70,64
2018-01-31,21,78,66,30,69
2018-02-01,00,94,52,91,63
2018-02-02,79,07,23,57,56
2018-02-03,41,60,72,98,10
2018-02-04,84,86,22,37,76
2018-02-05,80,91,80,70,05
2018-02-06,62,87,62,15,55
2018-02-07,72,63,90,18,94
2018-02-08,66,47,71,72,41
2018-02-09,66,47,40,68,77
2018-02-10,82,54,44,59,32
2018-02-11,29,47,51,24,03
2018-02-12,44,72,06,03,11
2018-02-13,52,73,82,65,29
2018-02-14,08,68,92,53,86
2018-02-15,96,68,06,53,73
2018-02-16,17,49,71,72,75
2018-02-17,00,57,08,97,02
2018-02-18,93,26,08,39,97
2018-02-19,39,70,12,35,86
2018-02-20,22,20,80,38,34
2018-02-21,56,90,12,93,73
2018-02-22,35,61,39,38,05
2018-02-23,63,77,12,41,97
2018-02-24,83,15,50,69,96
2018-02-25,77,83,84,54,22
2018-02-26,83,31,84,09,60
2018-02-27,11,13,29,78,66
2018-02-28,15,55,27,71,83
2018-03-01,53,21,56,59,56
2018-03-02,37,93,05,01,35
2018-03-03,85,47,50,81,23
2018-03-04,19,03,45,05,74
2018-03-05,00,25,57,47,55
2018-03-06,59,09,07,26,81
2018-03-07,69,32,46,69,62
2018-03-08,63,36,29,03,11
2018-03-09,81,74,63,42,60
2018-03-10,23,11,18,90,44
2018-03-11,52,15,93,97,52
2018-03-12,80,78,84,80,42
2018-03-13,47,45,68,81,41
2018-03-14,76,86,92,33,85
2018-03-15,54,74,01,21,13
2018-03-16,24,14,92,82,20
2018-03-17,45,70,51,64,42
2018-03-18,58,51,57,42,52
2018-03-19,71,37,13,30,88
2018-03-20,97,39,28,75,63
2018-03-21,85,52,37,05,36
2018-03-22,04,56,03,94,84
2018-03-23,08,21,01,98,51
2018-03-24,55,26,48,55,97
2018-03-25,20,28,23,35,70
2018-03-26,23,28,74,80,04
2018-03-27,67,40,39,02,58
2018-03-28,12,42,02,22,11
2018-03-29,42,74,40,64,40
2018-03-30,13,08,10,19,32
2018-03-31,88,20,71,15,41
2018-04-01,27,24,14,15,14
2018-04-02,36,14,32,78,98
2018-04-03,47,41,32,36,51
2018-04-04,89,27,17,40,65
2018-04-05,07,50,16,13,00
2018-04-06,30,73,33,12,84
2018-04-07,86,32,89,89,69
2018-04-08,14,47,96,35,59
2018-04-09,58,13,67,69,52
2018-04-10,54,46,89,93,06
2018-04-11,46,80,77,52,24
2018-04-12,36,43,96,18,66
2018-04-13,99,56,03,05,46
2018-04-14,10,27,21,46,79
2018-04-15,08,13,81,30,96
2018-04-16,61,00,64,25,63
2018-04-17,16,04,53,84,80
2018-04-18,67,38,49,66,56
2018-04-19,93,57,68,14,97
2018-04-20,65,67,42,00,06
2018-04-21,61,84,29,19,26
2018-04-22,70,52,54,91,34
2018-04-23,64,48,68,16,70
2018-04-24,37,01,86,85,16
2018-04-25,05,06,60,16,36
2018-04-26,00,28,55,36,56
2018-04-27,90,62,21,85,89
2018-04-28,95,73,25,98,62
2018-04-29,54,55,96,24,15
2018-04-30,99,83,36,81,03
2018-05-01,45,04,86,89,80
2018-05-02,84,76,91,48,77
2018-05-03,40,91,97,91,30
2018-05-04,03,92,01,58,90
2018-05-05,62,33,19,92,20
2018-05-06,52,10,85,32,39
2018-05-07,34,82,68,26,70
2018-05-08,37,46,26,32,01
2018-05-09,70,32,23,47,70
2018-05-10,12,79,34,45,52
2018-05-11,87,17,33,61,11
2018-05-12,44,75,57,78,28
2018-05-13,88,85,04,27,14
2018-05-14,37,92,20,30,59
2018-05-15,94,41,92,50,15
2018-05-16,39,84,78,88,82
2018-05-17,44,73,46,76,19
2018-05-18,86,69,34,43,63
2018-05-19,68,71,05,26,91
2018-05-20,49,40,84,17,37
2018-05-21,98,75,08,34,65
2018-05-22,68,24,74,67,90
2018-05-23,55,90,53,99,34
2018-05-24,95,28,42,49,53
2018-05-25,15,69,32,85,61
2018-05-26,31,84,47,39,60
2018-05-27,02,69,05,74,31
2018-05-28,34,90,81,51,58
2018-05-29,45,43,37,15,70
2018-05-30,92,81,15,64,18
2018-05-31,73,13,71,26,49
2018-06-01,59,41,21,75,24
2018-06-02,83,04,81,64,76
2018-06-03,18,18,45,92,65
2018-06-04,03,30,38,85,95
2018-06-05,90,55,87,81,17
2018-06-06,55,76,37,45,08
2018-06-07,24,52,58,10,35
2018-06-08,07,23,13,61,98
2018-06-09,13,89,98,89,53
2018-06-10,55,67,25,27,43
2018-06-11,78,46,26,08,64
2018-06-12,79,11,63,18,34
2018-06-13,09,51,75,83,00
2018-06-14,75,99,63,60,36
2018-06-15,18,34,61,03,92
2018-06-16,27,18,22,94,38
2018-06-17,18,01,50,28,75
2018-06-18,38,34,53,71,74
2018-06-19,97,82,51,13,84
2018-06-20,60,85,74,82,62
2018-06-21,09,25,41,39,19
2018-06-22,43,89,44,25,57
2018-06-23,56,59,05,17,68
2018-06-24,50,81,05,33,61
2018-06-25,53,44,59,37,44
2018-06-26,75,04,42,74,42
2018-06-27,95,76,90,85,70
2018-06-28,59,08,16,66,97
2018-06-29,80,34,04,09,69
2018-06-30,77,55,36,85,48
2018-07-01,28,11,30,52,58
2018-07-02,74,32,43,89,41
2018-07-03,22,74,28,07,24
2018-07-04,13,62,64,96,89
2018-07-05,24,99,39,04,30
2018-07-06,79,43,03,95,73
2018-07-07,01,42,94,50,49
2018-07-08,25,78,77,03,29
2018-07-09,88,45,37,13,99
2018-07-10,36,10,66,08,52
2018-07-11,99,27,81,56,05
2018-07-12,75,28,41,43,40
2018-07-13,91,65,70,21,95
2018-07-14,35,63,12,52,60
2018-07-15,76,81,71,47,90
2018-07-16,34,18,20,00,48
2018-07-17,89,29,44,07,49
2018-07-18,03,68,50,57,84
2018-07-19,68,54,12,99,83
2018-07-20,54,34,00,73,19
2018-07-21,21,94,68,08,63
2018-07-22,17,62,72,69,04
2018-07-23,16,01,98,68,16
2018-07-24,95,53,65,32,64
2018-07-25,11,67,83,89,75
2018-07-26,25,01,13,08,42
2018-07-27,03,84,82,03,12
2018-07-28,74,73,71,26,56
2018-07-29,34,74,23,77,12
2018-07-30,00,78,15,99,67
2018-07-31,46,19,56,07,58
2018-08-01,16,99,59,39,01
2018-08-02,09,01,95,96,92
2018-08-03,62,50,83,50,18
2018-08-04,99,08,37,33,52
2018-08-05,93,44,24,14,83
2018-08-06,99,36,68,98,19
2018-08-07,26,87,02,77,09
2018-08-08,11,74,40,20,60
2018-08-09,54,15,24,69,33
2018-08-10,61,73,67,64,43
2018-08-11,81,05,91,09,79
2018-08-12,61,41,48,80,88
2018-08-13,30,99,34,84,50
2018-08-14,54,75,43,00,83
2018-08-15,17,09,81,02,10
2018-08-16,18,57,81,57,42
2018-08-17,08,69,86,14,86
2018-08-18,14,73,25,41,68
2018-08-19,87,32,39,28,48
2018-08-20,44,30,55,80,40
2018-08-21,25,13,68,20,80
2018-08-22,00,07,64,04,91
2018-08-23,96,63,56,82,97
2018-08-24,77,16,46,20,62
2018-08-25,08,49,44,11,69
2018-08-26,37,86,62,53,04
2018-08-27,42,34,31,15,79
2018-08-28,70,08,57,38,08
2018-08-29,42,31,39,61,30
2018-08-30,64,06,88,00,80
2018-08-31,07,79,58,47,87
2018-09-01,17,50,43,81,36
2018-09-02,55,31,01,90,29
2018-09-03,06,40,35,27,95
2018-09-04,20,96,80,21,11
2018-09-05,29,68,79,19,55
2018-09-06,85,38,21,55,12
2018-09-07,41,95,58,83,97
2018-09-08,43,25,88,02,81
2018-09-09,24,96,14,76,90
2018-09-10,38,13,93,62,12
2018-09-11,63,00,41,21,56
2018-09-12,33,83,12,19,21
2018-09-13,33,62,54,54,88
2018-09-14,84,37,81,38,38
2018-09-15,58,06,76,32,03
2018-09-16,18,26,66,95,05
2018-09-17,38,97,69,78,41
2018-09-18,47,67,86,27,07
2018-09-19,17,79,00,08,37
2018-09-20,37,70,54,70,45
2018-09-21,80,54,64,77,47
2018-09-22,92,67,72,73,55
2018-09-23,06,98,17,52,18
2018-09-24,73,77,95,99,31
2018-09-25,43,60,83,14,67
2018-09-26,74,62,15,53,52
2018-09-27,84,72,17,36,72
2018-09-28,31,31,80,51,87
2018-09-29,53,08,32,93,23
2018-09-30,82,13,96,36,21
2018-10-01,62,47,54,88,22
2018-10-02,31,18,80,71,10
2018-10-03,49,10,36,26,78
2018-10-04,15,74,72,57,48
2018-10-05,59,01,89,91,79
2018-10-06,75,05,55,62,87
2018-10-07,89,31,75,93,30
2018-10-08,97,06,08,73,63
2018-10-09,58,73,17,64,74
2018-10-10,51,30,06,94,18
2018-10-11,71,82,29,12,29
2018-10-12,13,60,96,14,59
2018-10-13,34,00,03,58,81
2018-10-14,26,68,20,56,32
2018-10-15,49,51,57,93,58
2018-10-16,67,01,99,91,32
2018-10-17,83,41,96,24,85
2018-10-18,52,99,68,64,01
2018-10-19,61,37,10,95,59
2018-10-20,09,88,13,69,36
2018-10-21,94,06,45,90,86
2018-10-22,80,08,49,16,69
2018-10-23,47,44,51,62,20
2018-10-24,44,62,47,81,09
2018-10-25,06,01,03,27,56
2018-10-26,22,88,22,75,44
2018-10-27,63,77,50,51,75
2018-10-28,95,50,65,65,38
2018-10-29,41,26,28,57,81
2018-10-30,99,84,73,46,54
2018-10-31,57,07,82,81,88
2018-11-01,27,30,25,56,32
2018-11-02,86,59,62,31,58
2018-11-03,75,44,74,66,38
2018-11-04,66,44,37,11,25
2018-11-05,91,10,26,55,49
2018-11-06,97,31,86,95,61
2018-11-07,81,29,13,97,13
2018-11-08,87,10,12,43,30
2018-11-09,53,99,18,88,48
2018-11-10,56,43,90,38,73
2018-11-11,50,98,62,52,45
2018-11-12,45,10,71,31,73
2018-11-13,07,88,11,23,37
2018-11-14,07,60,66,13,89
2018-11-15,72,34,79,78,37
2018-11-16,44,83,86,62,02
2018-11-17,66,60,41,20,84
2018-11-18,51,54,49,06,50
2018-11-19,73,56,66,73,35
2018-11-20,59,24,19,83,01
2018-11-21,31,37,88,39,72
2018-11-22,84,54,28,46,87
2018-11-23,80,72,43,53,99
2018-11-24,06,42,54,64,95
2018-11-25,89,09,14,51,06
2018-11-26,91,66,24,14,77
2018-11-27,09,30,42,84,95
2018-11-28,62,91,72,42,63
2018-11-29,33,00,05,91,36
2018-11-30,79,70,34,52,99
2018-12-01,56,08,21,13,29
2018-12-02,40,79,43,99,77
2018-12-03,64,43,74,83,45
2018-12-04,05,61,44,66,28
2018-12-05,90,44,60,34,81
2018-12-06,48,36,29,74,24
2018-12-07,59,44,29,63,79
2018-12-08,03,77,47,30,32
2018-12-09,94,65,54,16,86
2018-12-10,64,40,88,70,96
2018-12-11,50,60,77,77,92
2018-12-12,39,91,09,41,98
2018-12-13,55,80,56,69,84
2018-12-14,00,05,01,34,87
2018-12-15,01,63,32,79,17
2018-12-16,20,16,31,41,80
2018-12-17,79,69,24,34,12
2018-12-18,90,21,49,65,80
2018-12-19,72,32,91,64,82
2018-12-20,18,63,90,72,05
2018-12-21,35,48,91,77,39
2018-12-22,85,65,92,47,56
2018-12-23,65,06,95,25,04
2018-12-24,32,35,10,84,74
2018-12-25,71,43,85,70,46
2018-12-26,30,09,48,75,93
2018-12-27,01,31,60,83,16
2018-12-28,08,19,54,76,11
2018-12-29,14,99,20,38,37
2018-12-30,55,18,40,34,41
2018-12-31,59,44,65,86,95
2019-01-01,20,06,44,30,53
2019-01-02,56,80,00,72,22
2019-01-03,04,94,62,12,25
2019-01-04,55,59,15,00,16
2019-01-05,25,26,31,39,69
2019-01-06,98,25,65,88,46
2019-01-07,90,43,10,05,67
2019-01-08,23,08,70,98,64
2019-01-09,40,89,18,33,34
2019-01-10,24,08,12,82,21
2019-01-11,65,04,41,28,32
2019-01-12,00,63,64,12,61
2019-01-13,35,70,89,45,37
2019-01-14,70,90,42,87,95
2019-01-15,02,17,43,06,43
2019-01-16,15,57,49,76,14
2019-01-17,67,38,01,60,59
2019-01-18,60,94,50,94,09
2019-01-19,87,60,05,51,18
2019-01-20,07,21,68,55,96
2019-01-21,63,02,63,25,28
2019-01-22,19,19,14,04,86
2019-01-23,19,94,21,67,92
2019-01-24,86,31,40,89,86
2019-01-25,32,40,57,11,50
2019-01-26,86,99,60,03,71
2019-01-27,14,95,35,22,46
2019-01-28,12,77,81,24,11
2019-01-29,36,99,15,21,50
2019-01-30,69,11,07,70,01
2019-01-31,88,37,83,84,33
2019-02-01,03,91,84,54,68
2019-02-02,95,94,14,24,15
2019-02-03,22,22,97,49,58
2019-02-04,10,60,36,55,47
2019-02-05,27,77,79,05,86
2019-02-06,36,16,05,72,95
2019-02-07,05,45,00,46,86
2019-02-08,48,22,94,06,33
2019-02-09,21,49,86,10,74
2019-02-10,75,62,19,79,48
2019-02-11,60,30,76,35,81
2019-02-12,24,00,28,81,47
2019-02-13,83,54,68,30,13
2019-02-14,78,31,58,09,86
2019-02-15,63,98,80,04,29
2019-02-16,41,78,63,14,60
2019-02-17,02,26,74,35,03
2019-02-18,43,90,93,63,79
2019-02-19,48,93,92,25,71
2019-02-20,04,01,35,23,41
2019-02-21,58,34,13,92,78
2019-02-22,26,49,63,06,28
2019-02-23,93,52,12,87,82
2019-02-24,46,16,04,56,08
2019-02-25,38,10,58,04,81
2019-02-26,11,95,07,08,59
2019-02-27,70,40,73,44,89
2019-02-28,47,68,12,27,38
2019-03-01,24,83,45,93,83
2019-03-02,20,16,00,39,52
2019-03-03,98,63,60,00,14
2019-03-04,57,18,15,86,17
2019-03-05,39,47,31,28,05
2019-03-06,40,07,10,79,04
2019-03-07,10,40,92,01,38
2019-03-08,85,11,64,95,63
2019-03-09,08,17,66,93,14
2019-03-10,76,45,22,27,12
2019-03-11,65,07,27,53,30
2019-03-12,37,92,14,85,68
2019-03-13,81,58,77,22,17
2019-03-14,28,50,50,24,49
2019-03-15,53,27,88,15,58
2019-03-16,45,99,97,51,47
2019-03-17,44,41,10,74,85
2019-03-18,57,31,13,93,95
2019-03-19,45,77,08,78,89
2019-03-20,12,51,35,45,69
2019-03-21,70,26,28,55,53
2019-03-22,23,96,08,76,75
2019-03-23,76,91,74,34,95
2019-03-24,13,66,80,92,93
2019-03-25,11,49,57,93,19
2019-03-26,73,17,17,56,53
2019-03-27,05,72,09,99,83
2019-03-28,45,51,40,33,12
2019-03-29,79,63,33,66,62
2019-03-30,19,76,89,83,78
2019-03-31,52,36,27,17,52
2019-04-01,22,70,63,23,35
2019-04-02,68,53,11,29,04
2019-04-03,09,36,16,24,88
2019-04-04,76,40,19,45,47
2019-04-05,04,63,39,44,27
2019-04-06,16,99,96,40,56
2019-04-07,27,03,55,58,56
2019-04-08,39,34,37,63,30
2019-04-09,29,10,65,45,46
2019-04-10,88,43,86,34,12
2019-04-11,67,57,37,72,87
2019-04-12,35,83,36,41,47
2019-04-13,21,54,72,52,69
2019-04-14,01,20,61,09,82
2019-04-15,32,78,33,15,45
2019-04-16,37,41,70,49,07
2019-04-17,50,23,63,14,50
2019-04-18,53,53,73,53,35
2019-04-19,92,49,14,24,24
2019-04-20,28,87,97,11,15
2019-04-21,13,71,02,74,58
2019-04-22,41,87,99,23,11
2019-04-23,66,82,10,89,84
2019-04-24,96,97,77,36,27
2019-04-25,54,43,99,71,82
2019-04-26,42,16,85,20,81
2019-04-27,68,20,13,10,76
2019-04-28,84,02,09,47,02
2019-04-29,95,13,90,56,06
2019-04-30,88,63,40,22,42
2019-05-01,12,43,20,60,31
2019-05-02,23,43,61,68,16
2019-05-03,52,11,00,33,72
2019-05-04,34,08,75,21,26
2019-05-05,49,24,16,28,08
2019-05-06,15,96,59,97,97
2019-05-07,23,76,78,62,70
2019-05-08,97,43,12,13,26
2019-05-09,30,48,38,31,75
2019-05-10,25,97,79,82,27
2019-05-11,61,42,49,44,29
2019-05-12,77,63,43,80,42
2019-05-13,46,55,35,78,99
2019-05-14,82,29,25,91,18
2019-05-15,02,04,50,95,76
2019-05-16,36,17,66,37,00
2019-05-17,91,69,47,34,35
2019-05-18,75,74,97,86,18
2019-05-19,60,68,65,46,16
2019-05-20,10,54,51,94,69
2019-05-21,27,98,98,62,32
2019-05-22,13,17,39,37,22
2019-05-23,33,34,65,72,14
2019-05-24,10,99,82,62,84
2019-05-25,22,92,50,04,03
2019-05-26,83,79,03,15,16
2019-05-27,74,09,49,36,01
2019-05-28,14,71,31,28,45
2019-05-29,93,69,67,58,30
2019-05-30,78,15,95,88,75
2019-05-31,73,75,98,62,41
2019-06-01,94,38,04,89,02
2019-06-02,78,85,37,42,22
2019-06-03,64,26,07,66,33
2019-06-04,97,38,88,89,06
2019-06-05,90,25,09,33,16
2019-06-06,01,77,74,69,94
2019-06-07,03,81,13,90,53
2019-06-08,67,12,18,98,67
2019-06-09,59,10,75,93,14
2019-06-10,25,31,01,84,95
2019-06-11,84,19,46,54,08
2019-06-12,73,24,74,27,60
2019-06-13,07,46,37,81,57
2019-06-14,22,01,80,85,99
2019-06-15,81,60,48,91,46
2019-06-16,48,77,51,19,65
2019-06-17,48,99,78,84,75
2019-06-18,71,42,17,40,13
2019-06-19,25,14,61,02,57
2019-06-20,84,17,98,11,64
2019-06-21,37,64,68,76,28
2019-06-22,10,41,54,21,78
2019-06-23,95,84,64,36,05
2019-06-24,98,39,97,78,93
2019-06-25,89,62,82,62,84
2019-06-26,25,72,27,23,66
